,Tweet,HS_Weak
12022,user user kenyataanya tuan impor bawang putih negara komunis nkl 58 konsisten haram hukum konsumsi produk asing asing,1
12025,ulama dukung jokowi rezim anti islam samawi kolam jokowi,1
12026,halo user perintah pimpin mundur sih user jokowi mundur user uniform resource locator,1
12045,user jalan ampera raya tulis prabowo presiden presiden tolong liput,1
12052,mari cari pimpin kualitas nyinyir jalan kayak prabowo uniform resource locator,1
12054,dukung ahok rela beliau gubernur khianat laku warga jakarta uniform resource locator,1
12068,user waduuuh pusing baca nya tolol nya,1
12069,user haha payah tai kotok,1
12070,setya novanto kebal madara kayak mati tinggal edo tensei,1
12073,user orang bodoh logika dangkal situ pintar menteri energi sumber daya mineral coba ajak debat sumber baca internet koar koar olah pintar bani cabul kibul kerja berisik,1
12079,2019 presiden ganti jokowi amunisi natalia pigai,1
12099,media sampah berframing tim anies sandi kaget indra piliang tangkap kait narkoba uniform resource locator,1
12101,user user user user user cebong,1
12111,user user situ adil negara republik cebong hoaks kejar,1
12115,user kunyuk asia antek asing,1
12116,user user user debat anak kuliah dibegoin bajing orang kayak ya bikin indon sengsara uniform resource locator,1
12119,user he he he nya gue malas laden komentar jujur gue kasihan pe anyaan gue 100 idiot nih gue bantu pelan pelan ya biar otak nangka,1
12122,miris gp ajar ahok,1
12125,user cuil tulus amp ikhlas sandiaga uno haiz orang wakil gubernur 1000x citra sang ambisius,1
12129,user user keluarga kali bahlul anjing yahudi israel ya nyata berani kayak na anjing anjing na yahudi muncul terang terang indonesia bangsat,1
12134,bilang jokowi diktator eh nyata orang kirim surat komisi berantas korupsi tunda periksa cermin orang,1
12142,tau ya koar sembarang lihat banget bego,1
12146,user dasar tai hijau,1
12164,teriak teriak pancasila koar koar negara republik indonesia harga mati tolak film 30 si partai komunis indonesia putar ulang situ bunglon antek komunis,1
12171,user user sekolah sekolah kristen mondok pesantren kuliah lembaga ilmu islam arab yayasan wahabi kali penjara ceramah dukung isis anggap saudara kabur hukum ib umat islam allooowwww umat,1
12176,user user user user manusia manusia rakus kuasa halal ogah pilih nya,1
12180,user user user user user kunyuk muka bacot pikir duduk du dewan,1
12183,dukung yusril kelompok islam te indas era jokowi,1
12192,user gue pakai geblek,1
12193,pilih prabowo beliau diktaktor otoriter nyata jokowi diktaktor,1
12196,user kebut infrastruktur biar anggap presiden bangun ratus infrastruktur analisa ukur kerja ngawur ekonomi hancur bicara lantur pas mukidi keliru cebong tidur nista agama akur r,1
12198,user user user otak bersih cebong dungu bau got,1
12208,user kualitas mental labil prabowo uniform resource locator,1
12209,panglima user mundur uniform resource locator,1
12210,jokowi super busuk a licik malu,1
12213,biadab banget jokowi konspirasi musuh musuh islam,1
12216,tai sombong banget ajak user uniform resource locator,1
12217,user sarap der,1
12220,user hoaks identik jokowi esemka ekonomi roket masuk klaim hasil susilo bambang yudhoyono info valid,1
12224,anak asli geblek ya likeable,1
12226,andai ahok gubernur tutup rumah sakit uniform resource locator,1
12228,user setan kutuk,1
12231,user user user user user tipu koruptor waris,1
12238,pimpin pribumi pilih pimpin impor adab tukang bohong yuk pribumi daerah khusus ibukota milik bangsa indonesia user user,1
12243,user user user user user user user user user user bacot wan cari,1
12246,alas fitnah serang presiden isu negeri kait bodoh fasik struktur goblok uniform resource locator,1
12249,user user user najis bikin rejeki seret,1
12254,asa suci nih si anjing goblok,1
12259,user user kemarin mantu maling goblok oi user,1
12266,mulut mu bauk tai anti korupsi bubar komisi berantas korupsi partai adil sejahtera partai adil sejahtera sahabat komunis uniform resource locator,1
12268,akibat teriak ahok kafir nista agama nyata asma dewi libat korup saracen uniform resource locator,1
12270,user bangsat bodoh tolol bajing tengik,1
12271,user user user user user user user user aduh cebong bicara sambung,1
12272,user ya allah nih pres mesti seragam tentara nasional indonesia culun,1
12273,user cebong dongok user user user user user dongok abadi x,1
12281,user bang fuck ri user susah deh user gilir lembut garong ikan nyinyir pro asing asing asong nla coba mbok kasih bocor prestasi km bikin indonesia bangga,1
12282,user zaman susilo bambang yudhoyono dasar jokowi otoriter uniform resource locator,1
12287,user user user user anak berontak ya,1
12289,user udik wan,1
12290,ciri ciri rezim runtuh demo langsung tangkap,1
12291,user salah anggar belanja negara gaji sih mulut onta kerja moga allah cepat kasih,1
12292,bolot uniform resource locator,1
12293,citra lemah polos terima kalang rakyat orang cilik sadar kibul modus sederhana sih kaos oblong sandal jepit,1
12297,user muka muka pecun nih,1
12298,user iman allah kafir nabi utus iman allah paksa referensi orang kafir pakai kaidah orang muslim paksa resep dokter bikin rumah nama sambung dongoooo,1
12303,user user setan,1
12322,6 user paksa banget presiden mas maling uang rakyat amp gaya politik pakai ayat mayat agama ambisi orang sepe i otak normal ya,1
12324,ahok kafir maling garong lahan laut milik nelayan rampok rampas reklamasi untung cina cina kafir,1
12328,peduli rohingya lihat rezim user sepe i peduli nasib muslim rohingya pe kecam mulut,1
12331,user cebong dolar pengaruh mata picek,1
12334,user user user user user user user user user user user rezim bejat ya rezim user negara hancur impo nrp nyungsep bilang dolar kuat harga sawit hancur,1
12336,user infrastruktur era susilo bambang yudhoyono bangun,1
12337,user diktator jokowi jongos nahdlatul ulama ulama,1
12340,demo sulit zaman jokowi,1
12341,user user user keren nama gubernur indonesia presiden karang bilang presiden indonesia presiden cebong bilang wkwk,1
12344,user sok polos genit kayak banci,1
12348,user user user user bah otak onta sedeng tau ulama mu bicara ekonomi muslim ulang ulang onta somplak kuat ekonomi muslim,1
12355,user user coba tugas ai jalan perintah infrastruktur sektor jalan hutang tenaga kerja asing masuk pikir citra,1
12358,user user butuh pimpin pro pribumi pro tenaga kerja asing,1
12365,user orang udik sok pintar ya congor,1
12367,ya allah user dukung dukung gampang anjing anjing in orang saudari baca perintah batal 51 saham fan page fan page bantah sepakat divestasi 51 saham tebar hoaks jelek user o,1
12372,suruh salam susah anak babi nih oi babi nya jeezzzz,1
12374,user user video lengkap youtube ya 30 menit sekian mejelekkan susilo bambang yudhoyono cari strategi prabowo,1
12379,user user user user user deh citra jokowi,1
12380,user calon presiden jago cocot urus daerah khusus ibukota becus,1
12384,ahmad dhani borok sampah babi anjing orang pe muak lihat muka dhani bangga,1
12389,user user udik,1
12392,kevin sanjaya geblek,1
12395,user woi kecoa baca dungu ya dasar kecoa,1
12397,user user bacot diobok obok,1
12402,jokowi diam usik peristiwa salah sih kunyuk narseto bawa nama jokowi kayak republik indonesia 1 lapor puluh tujuh meter republik indonesia 1 gaji tabung kayak uniform resource locator,1
12405,user transgender iya biar tenar,1
12411,kacau palsu sok cantik munafik bohong publik sensasi bencong uniform resource locator,1
12413,user era rejim kacung,1
12415,user user user cacat banget ican goblok,1
12417,user user user user user reformasi sepe i nya contoh cocot,1
12422,user user user jual memek media sosial dasar pecun,1
12424,pakai lengser sih jokowi,1
12425,user user user cebong ber iq200 kolam beda fakta provokasi beda fakta fitnah,1
12426,17 susilo bambang yudhoyono paham mustahil menang pilih presiden dukung komunitas tionghoa khusus taipan pilih presiden mahal,1
12430,user user tuan guru bajang cebong wkwk ulama cebong,1
12443,user tai sih fadli zon,1
12452,user luat orang kedai sombong gaji customer sok muka perangai jaga nak kena,1
12456,user user user user user suruh minum pipis onta nih bangkai abu biar bego,1
12458,user user diam kampang,1
12463,user tertawa buang sampah sarap anjing kurap,1
12478,user iya edan kayak,1
12480,user user nauzubillah rezim anti islam,1
12483,user user user user islam nusantara koen kate lapo jancuk mata picek sugik,1
12487,dunia kayak jokowi ya presiden tuding liberal kapitalis komunis lemah otoriter,1
12490,user user hati tenaga kerja asing istighfar rakyat sabar uniform resource locator,1
12494,komentar transaksi pakai dolar,1
12495,jujur orang cerdas pintar pilih orang imam pimpin salat aji santun sopan sepe i babi kafir ahok,1
12497,salah jokowi uniform resource locator,1
12500,user mudah an budek,1
12508,user maaf nilai hidayat nur wahid hormat gambar betapa munafik picik kotor hati,1
12517,munafik teriak munafik kaca,1
12524,user user maaf sih kunyuk a inya otak nyinyir,1
12528,orang pikir lurus pelihara jokowi organisasi bayang kacau indonesia aduh,1
12539,user denkuzul minum kencing onta ngacooo bahlul kayak wan abud,1
12546,user tai x8,1
12555,ribut ekonomi salah ribut hukum salah ribut otoriter salah ribut patung salah user,1
12563,ahok foto bos alexis langsung tuduh lindung gilir asma dewi foto prabowo,1
12586,matanajwadebatjaka a anies tinggal tenang tulus debat malam agitatif licik moga kalah anjing,1
12587,user sih berengsek ahok nyata kecut takut masuk lembaga masyarakat,1
12602,user user ah buka gagal paham sih kecebong dongok,1
12604,user user ambil tete mama ambil gue nete sapi,1
12607,aduh ngentot ngentot,1
12610,user user user user user user user nya pilih ah cupu sari bir pletok,1
12614,user user user user user jalan sunnah hijrah hujat dasar kafir,1
12617,user he hehe suka jual goreng rezim jokowi,1
12619,jokowi jongos cina,1
12621,user user user user user 1000 cebong laden sepe i sindir nyinyir istilah cebong haha bilang user,1
12622,user user user user user sudrun kampung bego tolol dungu gagap teknologi plongo plonga plongo plongo plongo,1
12624,user user pikir 2019 ganti presiden deh ganti kelamin normal user bacot,1
12633,user like the game itself is open to everything fuck markus ngewe simon instead sure here is the canon in game cerita orang bikin be iga markus pol serah nbut as bule,1
12635,user orang gila uniform resource locator,1
12643,anies suka nyinyir suka putar fakta program jelek kerja basuki,1
12645,bro user bilang kenal sebar saracen uniform resource locator,1
12650,user cebong,1
12652,user oi user goblok loud goreng manusia bajing kayak loud suka nih,1
12654,user bacot ah,1
12657,user user daddy jahanammmmm sanga kutuk kooo,1
12658,user berani foto cundang antek antek kompeni tonton bokep mulu ditwitter hancur indonesia dasar otak mesum user user user user user user user,1
12661,user son oh gong monyet bawa asa galau invite grup chatting uniform resource locator,1
12662,low back pain presiden bayang lengser jokowi low back pain diam,1
12674,user user user user cebong kocak muka kayak pantat kodok,1
12676,user user user user apes pamer dengki busuk hati muak politik licik picik,1
12677,keren nih program terima kasih jokowi jokowi istirahat ya,1
12683,user user memframing olah kitab suci milik umat islam umat demo salah rocky cebong leyeh leyeh tonton demo televisi jenis jenis kitab suci,1
12685,ketemu klien orang batak marah gue marah berengsek malu kantor,1
12686,aman pegang kacung babu asing mawoooot,1
12687,pikir indra j piliang jokowi nyata belok tim sukses anies sandi dihabisin,1
12695,user cocok calon presiden nya jokowi cocok prabowo,1
12697,ntb acara olah olah dukung ulama calon wakil presiden user sandiwara user user,1
12698,user pecat darmin nasution menteri ekonomi bodoh turun daya beli anak kahiyang meni bobby nasution,1
12704,pilih presiden 2019 moga presiden integritas antek asing,1
12707,user user user user sarap tega banget sih laku anak surat pemberitahuan hewan gue suami gue ambil anak gue lapor polisi amp gue cerai langsung cih najis perempuan kayak,1
12710,bikin rusuh negara usaha tambang asing masuk,1
12714,user oknum polisi aniaya orang mabuk mak habis minum kencing onta,1
12716,user masak bangun hitung konstruksi ide study layak dana bebas lahan hitung,1
12718,user macet pulang kampung dasar orang udik nyeri makan buang tai dengar lagu,1
12721,user tren thailand cebong nge i sotoy banget nih lumpur hidup,1
12723,wkwk bajing orang uniform resource locator,1
12727,user user user user user anies suka manis manis bibir sandi suka main sandiwara,1
12730,user user user user kotbur wkwk mampus,1
12731,jokowi mundur biar jual badan usaha milik negara,1
12738,sah sah fahri hamzah bubar komisi berantas korupsi ott bikin gaduh gaduh koruptor bersih gaduh jokowi salah,1
12739,user masuk jurus tren goblok anjing bangsat asu tolol bangsat bangsat bangsat bangsat,1
12741,user eh nih user o unya kafir pilih beliau ah,1
12745,gubernur daerah khusus ibukota pe arung sumber waras terang benderang audit investigasi komisi berantas korupsi susah periksa ahok,1
12747,dasar udik,1
12749,user bajing gue peduli aksi aksi kemarin murni panggil modal duit gue bajing gaya panggil allah modal nyata make duit jamaah,1
12752,orang munafik kayak,1
12755,user user telat kunyuk,1
12756,user cacat,1
12757,user user user user user goblok main main mal kolam pakan ayam beli bong impo beli nya pakai kurs dolar susah ajak cebong debat dolar,1
12760,user manusia kafir twit nya surat pemberitahuan,1
12763,simak dampak ya minum keras oplos pimpin oplos marak minum keras oplos gagal pimpin oplos cc user user user user,1
12764,setya novanto mati eh ya sih mati,1
12765,masyarakat ntt turun setya novanto ketua pecat dewan wakil rakyat ri rakyat ntt har,1
12767,orang orang ajaib makan duit tipu demo perintah ujung ujung politisasi turun jokowi haha gila,1
12770,mental anjing kabehhhh dukung pimpin mental kompeni nuser uniform resource locator,1
12773,user orang tua suka tipu bodoh sontoloyo,1
12779,user gue tidur nyata etik tai onta iya,1
12781,user budek dengar,1
12782,user user user ya culun,1
12787,user bicara atur bodoh pikun literasi nih jenderal orang habib kena hina pancasila paham mabuk kecubung nih orang,1
12792,user user user udik banget sih cit minum jejal,1
12795,user user kotor kotor cebong sah,1
12797,user user rak tau teman teman pintar kayak bego begoin mempan,1
12799,user bantu nama user duit hasil sumbang rakyat,1
12801,user mampus kenang haha,1
12808,user maaf tampang tampang sesal orang bangkai,1
12822,user anjing maju babi,1
12824,isu jokowi kafir antek asing antek asing mempan isu partai komunis indonesia alat isu,1
12830,user user user user user user user user tenaga kerja asing ilegal cina faktual bukti bahas uniform resource locator perintah niat selesai,1
12838,user ya cacat rupa,1
12840,user goreng goreng gosong suara murni manusia hubung nama jokowi,1
12859,jokowi ubah sikap kuasa negara hancur perintah ancam bubar 2019 rakyat lengser jokowi,1
12860,tuntas amanat derita rakyat rakyat pribumi indonesia rakyat cina he jokowi khianat umat,1
12862,user amin malu ifikat bohong akuisisi saham freeport bohong mulut pantat onta dower,1
12872,user nya impor aduh parah,1
12878,user hasil revolusi mental cacat mental optimis 2019 ganti presiden,1
12879,user minum kopi om top coffee kayak iwan fals cerdas ubah cebong xixixix,1
12882,badan selenggara jamin sosial usaha listrik negara pe amina defisit aneh presiden hebat kalah tukang pisang omzet triliun,1
12883,pimpin jokowi organisasi masyarakat akur rakyat hujat nista agama media sosial,1
12884,user lengkap tim anies sandi cabul makar,1
12887,sangka setya novanto kena sanksi pecat top,1
12890,user user langsung tag ainya berani ya bera i banci,1
12895,prabowo orasi bantu rohingya citra isu partai komunis indonesia masif edar media online media sosial ya,1
12896,user satria anies sandi mundur,1
12898,user user sontoloyo cebong mendem,1
12901,user alaaaah hasil user poligami prestasi hasil nya apes nol cocot nomor induk siswa,1
12903,kivlan zen oceh siang transfer uang prabowo dramatis indonesia lawyers club isu partai komunis indonesia masyarakat cuat user,1
12905,user yaelah bos bos nyinyir doang suruh kerja becus pikir kuas doang munafik user,1
12908,user user user user bantu hutang beda tong cebong dungu atuh x8,1
12910,user apel malang impor apel cina amerika nama bangga produk indonesia,1
12911,na am bro pilih presiden 2019 istikamah pilih user subianto presiden user user lengser 2024,1
12915,user user user user bangsat gue bilang buya yahya gue yahya alias yahya staquf bin yahudi arah gue k yahya staquf amp sih aqil gue tau masuk gerombol setia na simpang,1
12916,user user cebong sunat nih pergi septic tank ahok,1
12917,user user jijik dongok,1
12920,user user jaman susilo bambang yudhoyono korupsi proyek mangkrak,1
12921,user user user user user user beresss lo nafsu presiden prestasi lo kelici lo biar rakyat nilai,1
12926,user user user user user user nyata sih a idjo batal tuduh hadap sih kunyuk user tonton lagiiiiiiii,1
12927,bang bang juru bicara kayak jablay gegarotan ya mah jablay suka pakai kali user,1
12932,gubernur ahok eks bayi debora hem,1
12933,user user heran setan iblis kabur takut dengar azan makhluk allah anteng si,1
12935,user bajing user,1
12938,rezim anti islam pro komunis insyaallah saksi hancur,1
12943,user user mampus,1
12947,user user hina ahok orang tau sih ahok congor kali,1
12950,dasar sih kutil babi ahok tukang bohong bohong ahok salah tutup gagal nya contoh banjir,1
12953,tuju ahok gelar santri hormat santri hormat babi uniform resource locator,1
12958,user user user user cebong dungu sensitif mas,1
12961,user banci ku cewek takut serang cewek sembunyi wajah mu,1
12969,allahu akbar eksepsi kabul adil ustaz alfian tanjung musuh partai komunis indonesia bebas po al islam uniform resource locator,1
12975,user user user user user user user user user user user user user user user user user haha bego bani jamban intelligence quotient mona,1
12979,tunjang raya gaji belas heboh iklan sopoi lok bahan bakar minyak senyap dengar suara ambil uang nya ganti presiden nya ganti presiden,1
12985,user ahmad dhani hormat babi anjing kontol lonte tunggu nya karier mu habis,1
12987,miris rezim permisif hadap bahaya laten komunis partai komunis indonesia,1
12990,user user user wkwk dasar cebong larang jabat anis wkwk,1
12996,user jomlo jablay kebelet pacar jomlo jablay kebelet pacar,1
12998,user hebat singapura indonesia lurah tolak gubernur ahok wkwk,1
13004,insya allah,1
13006,user user sih positif mulut oi badan kayak ikan buntel isi negatif sampah,1
13008,user tegur orang bicara cebong kampret berani tegur bicara kutil babi jokowi kodok nuser user user,1
13012,subhan allah kenang lupa umat islam laksana salat jum at aksi 212 4 jegal amp gapai sepele amp takut suara umat islam bukti insya allah,1
13013,butuh nya kayak malaikat tempel kayak ulat jambu gue butuh minggat kayak dosa berengsek banget,1
13023,user aneh adminnya sih adek armando heran bikin meme tolol,1
13030,user user user user otak pungsi coba masuk otak k lumpur sih pakai kencing onta ya,1
13036,user bego be epi daun iman langsung luntur,1
13038,user user hujat munafik non,1
13040,user ih dasar manusia homo,1
13044,user kerja rumah bukti lowong kerja kasih asing bohong rakyat,1
13047,user pilih cebong,1
13051,user hubung geblek,1
13052,goblok mata picek,1
13054,nih ya baca tai spam kado user uniform resource locator,1
13057,anak babi jalan nya tunduk malu lihat ulah nya bela ahok,1
13065,user serang ahok kafir galak,1
13076,user biar gatot ngeles hati nih udang micin prabowo mekar senyum,1
13077,user user sudi rakyat presiden jongos kacung cina presiden cebong cebong cina,1
13084,user cacat sih nya,1
13085,fitnah nih empok silvy,1
13088,lihat direct message ah tau gue bolot user,1
13090,user alah bacot congor bau,1
13095,kuasa wujud asli tuan jokowi diktator,1
13097,heran perintah jokowi budak kuli cina cina ahok kafir 9 naga,1
13107,kuat rapat user user angin kian terpa perintah jokowi lengser jokowi mk user ambisi capai,1
13114,omong nyata 2 periode urus copras calon presiden otot 2 periode 1 periode,1
13118,user caplang pantat panci,1
13125,user selamat rezim komunis anti islam,1
13126,user bawa kabur 35 t sih hanggo singapura sih monyet nih diam,1
13130,ruhut sitompul prabowo omong doang uniform resource locator,1
13132,sih user mantan pacar sok sok bikin thread tipu daya laki laki malu titit,1
13133,user terima kasih jokowi kerja manfaat rakyat tanda cebong somplak,1
13139,user oceh onta yaman,1
13141,user mutakhir haha muncul lahir islam agama kafir bilang bangkang,1
13145,user goblok bayang janin main tik tok goblok banget najis nih gue suka orang bego pegang handphone goblok laku goblok anjir emosi tai,1
13146,user user minum kencing onta a sperma nya x,1
13155,user user makan gue suruh baca anggar belanja negara biar bego lihat asumsi harga minyak anggar belanja negara 2018 pakai angka revisi anggar belanja negara ambil berita analisis susah sih bicara anonim wkwk,1
13157,user resep salah gubernur pakkkk presiden presiden got nih lihat percaya,1
13161,berengsek orang bikin gue kasar mulu,1
13164,user bicara ndasmu congor sekata anjing,1
13168,user situ foto ya kutil onta,1
1,user user telat tau edan sarap gue gaul cigax jifla cal licew,0
2,41 kadang pikir percaya tuhan jatuh kali kali kadang tuhan tinggal orang tua rencana pisah kakak pilih kristen anak ter,0
3,user user ku tau mata sipit lihat,0
4,user user kaum cebong kafir lihat dongok dungu haha,0
5,user ya bani taplak kawan kawan,0
6,deklarasi pilih kepala daerah 2018 aman anti hoaks warga dukuh sari jabon,0
7,gue selesai re watch aldnoah zero kampret 2 karakter utama cowok kena friendzone bro xd uniform resource locator,0
8,admin belanja po nak makan ais kepal milo ais kepal horlicks cendol toping kau kau doket gerai rozak me uaku taipan 2 kembar baby amp romantika bank islam senawang,0
9,user enak ngewe,0
12,ajar ekonomi mesti jago privatisasi hati orang aduh ironi user,0
16,pikir ampas banget ya,0
17,ari bek rapi monyet,0
18,cowok gantle gantle nama banci,0
19,user alga mnr bom,0
20,anjing ya gue jarang ambek takut wkwk gue budak cinta,0
21,user noob peluang sakit nya gede sih,0
22,user joko widodo nilai presiden lemah sejarah indonesia jokowi milik modal dukung politik ketidakmampuan perintah hadap situasi ekonomi,0
23,ajar camat bilah hilir deklarasi anti hoaks amp pilih kepala daerah 2018 damai,0
24,bandara udara internasional ajati bangun gubernur ahmad heryawan anggar belanja negara perintah pusat insya allah operasi,0
25,gubernur presiden rakyat ya,0
26,sih user kerja delay mulu setan,0
27,pintu sorga pintu sorga asli pintu hati modus banget,0
28,user user user partai komunis indonesia muncul jelang pilih kepala daerah pilih presiden goreng gosong,0
30,user user user user user user user user user islam nusantara produk jil pasar gencar antek jil jil anti arab pro asing almarhum kh hasyim muzadi,0
31,habis sahur jam 10 si bayi nete kali lemas,0
32,user kak emak suka sipit wkwk,0
33,user laku homo jaman now ngentot live blued uniform resource locator,0
34,user kak gue orang jawa maaf ya gue orang palembang kakak deh ajar aksara jawa kelak ajar budaya palembang,0
35,pegawai guardian training kayak mentang mentang gue kayak gembel kaos flat shoes dijutekin bangsat malas beli kabur gue matahari,0
36,bajing luka lady terima ganjar ratus kali lipat sanji,0
37,aja tolak berita hoaks sukses pilih kepala daerah wilayah kota,0
38,user user presiden ri jokowi kerja nya tulus ikhlas,0
39,edan tuju fabiano,0
41,lihat beda wibawa wibawa gubernur indonesia user masya allah,0
42,anjir kali lihat orang bego debat pilih kepala daerah kerja serang karakter kecewa on empok silvy and agus,0
43,user keanekaragaman budaya suku agama sungguh kaya djarot hadap pese a rakercabsu,0
44,user user iya islam lokalisasi kristen mas nusantara mas lihat gereja bandung pakai gamelan khotbah pakai bahas sunda jawa huria kristen batak protestan nusantara,0
45,cipta situasi aman tertib masyarakat jelang pilih kepala daerah 2018 kepala polisi sektor konang silaturahmi tokoh masyarakat,0
46,user user positif nse positif respon masyarakat hadap cangkul impor garam impor beras impor jagung impor tenaga kerja impor esemka impor nurl,0
47,user user user user sembahyang adopsi tradisi lokal kerja hindu istilah sembahyang lahir tradisi ritus menyembahhyang tunggal salat sembah all,0
49,user user ahok the best abai kaum kampret otak micin,0
53,user cerita silat lae kho merah muda oh indonesia liang ie shen tulis cina,0
54,user benci umat islam,0
56,user gue nete,0
57,user wkwk bani lowo,0
58,takabur lahir kuasa rakyat ulama cendikia iblis makhluk alim amp ibadah atus ratus laknat hasud takabur orang ahli ilmu filsafat failosof mari demo sendi,0
59,a orang suka konser konser boros,0
60,makan racun ulama hukum rokok mubah,0
61,susilo bambang yudhoyono presiden ri 6 khofifah emil masyarakat no 1 bagus,0
63,suka video user uniform resource locator kisah seteru haji bolot amp malih tongtong,0
64,budaya kafir sungguh islam indah,0
65,user user user user hem hem diam bisu coba rumput goyang,0
66,setan bisik was was lindung allah qs al a raf 200 fussilat 36,0
67,user user user user user user user ateis sibuk agama orang,0
68,lengser jokowi bangsat,0
69,user selamat kakak,0
72,user budaya indonesia,0
73,user ajar salat a orang asing pecah belah islam,0
75,user user percaya negara jajah ranah bubar sistem sistem beraja negara negara republik komunis negara negara jaja,0
76,nikmat bijak usul partai komunis indonesia iya,0
77,umpama orang cina usir paksa indonesia,0
78,user bunda ngentot yuk,0
79,user cina babi cina maling hypertext transfer protocol over secure socket layer t co 9y4hiwhjp2,0
80,karno anti asing beliau jawa coba deh adakan konsensus jawa anti asing pro asing kebo ohannya keliru tutup akun,0
82,user wajar lihat tingkah petinggi negeri suka campur bahas indonesia bahas asing kali bicara,0
83,ab pribadi senang kompetisi positif,0
85,user suka tutup mata tutup lihat te utup gara gara sipit,0
86,user muslim user nista kitab suci alquran an alquran an suku detik makna faktual umat islam makna sirat fiksi,0
88,bentar gue rilis album the onta si wkwk,0
90,najis banget gue mentwit barusan he,0
92,user awas bintit intip titit kucing,0
93,user user bawel bawa asa bolot bodor wkwk ya deh,0
95,salah target ahok agenda utama lengser jokowi,0
97,maju duit goyang kaki pape duit nak maju kat bodoh uniform resource locator,0
98,user huria kristen batak protestan pecah kristen katolik zaman jajah belanda nama kristen protestan kristen katolik pecah huria kristen batak protestan p kali tarutung k,0
99,baca biar pintar jepang amerika cina utang tau,0
101,user user takut azan iblis,0
102,user user goblok bani cebong tukang tipu jilat kuasa gera bayar pakai nasi bungkus propaganda nasi bungkus gagal,0
104,2 gera tekan kerja keras total tingkat potensi bangsa,0
106,user rezim rusak sistem sibuk cari cari salah ketemu komisi berantas korupsi alat besok perintah ganti ulang engah selesai organisasi orang,0
107,orang orang tuding antek asing asing sungguh be epuk tangan,0
108,user anti asing,0
109,selamat user moga kiprah tingkat nasional,0
110,sih ulama,0
111,user ketapang tenaga kerja asing asing kerja usaha masuk pt who tambang bauksit viral pilih presiden kerja era gubernur cornelis wakil,0
113,user bom surat harga syariah negara,0
114,user istirahat presiden momentum saksi telinga mata rapat bentuk pacitan 2003,0
115,1979 house select committee on assassination hsca temu cacat investigasi laku fbi warren commission hsca simpul tembak laku konspirasi,0
116,user asa genap 1 17 april 2018 gelar hajat pilih presiden acara negara indonesia pilih presiden moga senantiasa jalan aman lancar amin,0
117,user ian pantat,0
118,user user orang pintar agama agama nista hujat orang orang bodoh orang maaf lahir idiot harga cipta tuhan iblis pintar licik,0
119,daftar calon presiden buka agustus 2018 normatif politikus partai demokrasi indonesia juang paham,0
121,gue mantan mantan gue sedih pikir tidur lo gue anak berengsek laki laki,0
122,cina usak bangsa usir tuju,0
124,mari wujud pilih kepala daerah kota bengkulu 2018 aman damai cok adem86 98heru,0
125,serius presiden jokowi islam nusantara kristen nusantara buddha hindu kong hucu nusantara,0
126,nyata moeldoko bukti istana takut bangkit umat islam,0
127,cowok jago drasex ngentot adik luvian,0
128,user kroasia kafir tau ajar kafir lupa kapling sorga,0
130,gue tau culun takut orang ubah perlahan lahan buruk,0
131,perang salib raja afrika babilonia peluk kristen tobaco peluk islam,0
134,user user user user user user user user bangkai hajar,0
135,user user user onta mati minum,0
138,6 pride yunani hyper phania angkuh harga sombong kenal hubris vanity harga ubah manusia sombong sombong manusia kutuk mata tuhan manusia cinta,0
139,be anya tuju hati logika hati tenang be anya logika hati sedih ku cari wasiat beliau tinggal asing asing mata manusia duhai,0
140,user be aji nya komisi berantas korupsi era era komitmen berantas korupsi surat pemberitahuan era susilo bambang yudhoyono,0
141,user admin tolol ai tolol ai tolol orang tolol,0
142,user ayu ting ting goyang hot raffi ahmad nagita slavina kampung norak uniform resource locator,0
143,video tenaga kerja asing malaysia kutip nyata user,0
144,ppp buru buru tolak wacana pilih kepala daerah dewan wakil rakyat daerah,0
145,random pagi pagi samper meja kerja pakai bedak sih biar muka bersih istri butek ku pakai air wudhu ku kristen,0
146,user user gue kampret,0
147,memek lonte sodok kontol gede,0
152,kabinet beranta pecah belah rezim,0
154,tekan usaha tambang target proyek impossible lelang murah antek cina ntb contoh partai demokrasi indonesia juang menang dasar bajing,0
156,2019 susilo bambang yudhoyono prabowo lawan mega jokowi peristiwa 2004 ulang partai demokrasi indonesia juang incumbent kalah mutlak susilo bambang yudhoyono jokowi mega susilo bambang yudhoyono lawan prabowo mk pilih presiden selesai 3 poros pilih presiden mk salah lawan,0
158,bebal,0
159,5 indonesia negara populasi muslim dunia islam rupa musuh barat amp komunis hambat agenda obviously,0
160,user user umuh persib persib kunyuk,0
162,banu banu yahudi beda banu banu kristen suriah salah beda banu yahudi pakai eloah elohim yahwe suriah pakai alah allah,0
163,user eh muka merah merah cendol setan cuaca nih panas,0
164,berita saracen diframing katak tim prabowo anies sandi media tumpah sakit hati katak cebong ehe,0
165,giat bhayangkara bina aman tertib masyarakat brigadir polisi manajemen bas sekolah sihombing rabu 11 april 2018 laksana sambang desa tatap muka pantau aman tertib masyarakat tuju pilih kepala daerah 2018 desa lobusiregar i rumah rudi panjaitan helm siahaan hotman siahaan,0
166,sayang banget ya lihat perempuan kayak status tempel laki laki aduh nagita slavina blak blak ayu ting ting kampung viva uniform resource locator,0
167,user lupa kang umat katolik minoritas perhati gubernur golong golong,0
170,selamat kakak kali raya makna kali,0
